宸纶,1.帝王的诏书﹑制令。
罗汉,全称阿罗汉”。①释迦牟尼的十大名号”之一。②小乘佛教修行者所能达到的最高果位。即达到了杀贼(断除贪等一切烦恼)、应供(应受人供养)、不生(永远涅b162＃不再生死轮回)的修行顶端。③泛指得阿罗汉果”果位的人，传说阿罗汉者必须是和尚。佛寺一般均供罗汉塑像，有十八罗汉、五百罗汉等。
罗汉病,1.方言。血吸虫病。
罗汉菜,1.杂合各种蔬果烹制的一种什锦素菜。也称罗汉斋。寺庙中常食。
罗汉床,"1.一种睡榻。只容一人﹐故又名""独睡""。常用作坐具。"
罗汉豆,1.即蚕豆。
罗汉钱,沪剧剧目。宗华、文牧、幸之据赵树理小说《登记》改编。叙江南某村张木匠之女艾艾与同村青年李小晚相恋，互赠小方戒与罗汉钱。张木匠和村里有封建思想的人反对他们自由恋爱。艾艾之母小飞蛾发现女儿所藏罗汉钱，忆及自己婚姻不能自主的痛苦，毅然支持艾艾、小晚婚事。《婚姻法》颁布，两人结合。
罗汉椅子,1.交椅。俗称太师椅。
罗诃,"1.即罗汉。梵语""阿罗汉""或""阿罗诃""(arhat)之省。"
罗合,1.竹制茶具。
罗黑黑,1.唐代宫中乐人。
罗縠,1.一种疏细的丝织品。
罗幌,"1.丝罗床帐。 
2.丝罗帷幔。"
罗计,1.印度占星术名词。罗瞭(r?hu)和计都(ketu)的并称。印度历法在唐时传入我国﹐我国星命家以为罗瞭为天首之星﹐计都为天尾之星﹐相对运行﹐拦截诸星﹐最为紧要。见唐张果《星宗·罗计》。
罗髻,1.盘状发髻。
罗荐,"1.亦作""罗■""。 
2.丝织席褥。"
罗截,1.寻找等候。
罗巾,1.丝制手巾。
罗衿,1.罗衣的襟。
罗锦,1.有花纹的丝绸。亦泛指精美的丝织品。
罗禁,1.包围禁闭。
罗经,1.即罗盘。
罗镜,1.即罗经。
罗居,1.周围的邻居。
罗苴子,1.唐时南诏选择精锐乡兵组成的前锋部队。
罗掘,网鸟掘鼠。比喻想方设法筹措或搜集财物多方罗掘｜罗掘一空。参见罗雀掘鼠”。
罗口,1.针织品的袖口﹑袜口等能够伸缩的部分。
罗括,1.包括﹐包罗。
罗兰,"(sophialoren,1934-)意大利电影演员。女。1949年从影。1954年因在德·西卡执导的影片《那不勒斯的黄金》中饰演角色而知名。主演的《黑兰花》、《乔恰拉》、《意大利式的结婚》、《航行》等影片，分别在威尼斯、戛纳、莫斯科等国际电影节获最佳女演员奖。1994年获柏林国际电影节终身成就金熊奖。"
罗襕,1.古代丝制公服。按官品的高下﹐有紫襕﹑绯襕﹑绿襕等区别。
罗勒,1.一年生草本植物。叶卵圆形﹐略带紫色。花白色或淡紫色。茎与叶皆有香气﹐可做香料及入药。
罗立,1.围环耸立。
罗丽,1.遭遇﹐遭受。
罗瞭,"1.印度占星术名词。印度天文学把黄道和白道的降交点叫做罗瞭(rāhu)﹑升交点叫做计都(k?tu)。同日﹑月和水﹑火﹑木﹑金﹑土五星合称九曜。因日月蚀现象发生在黄白二道的交点附近﹐故又把罗瞭当作食(蚀)神。印度占星术认为罗瞭有关人间祸福吉凶。 
2.""摩瞭罗""或""摩罗瞭""的省称。梵语mahoraga﹐本为八部众中人首蛇身之神。民间借用此语称一种土木的玩偶。"
罗列,"1.分布;排列。 
2.列举。"
罗绫,1.疏细而有花纹的丝织品。
罗缕,1.枚举陈述。
罗羉,1.泛指捕捉鸟兽的罗网。
罗略,1.扼要列叙。
罗罗,"1.疏朗放诞。 
2.谓疏朗清晰。 
3.传说的兽名。 
4.鸟名。 
5.彝族的旧称。元代在今四川西昌地区及大凉山一带设立""罗罗斯宣慰司""。"
罗络,"1.见""罗落""。"
罗落,"1.亦作""罗络""。 
2.截捕禽兽的用具。 
3.用网或绳捕捉。 
4.布列。 
5.警戒联络。 6.指担任警戒联络的士兵。 7.连绵﹐绵延。 8.犹罗致﹐包罗。"
罗马，不设防的城市,意大利故事片。米纳罗帕电影公司1945年摄制。罗西里尼、阿米台依编剧，罗西里尼导演，安娜·玛格娜妮主演。第二次世界大战末期，意大利墨索里尼政权垮台。德国占领军以保护古迹为名，宣布罗马为不设防城市。意大利人民在共产党领导下，向德军展开英勇斗争。
罗马大角斗场,古罗马建筑文化古迹。在意大利罗马市中心东南。建于公元70-82年。古罗马帝国统治者用作驱使奴隶彼此角斗或与猛兽搏斗取乐的场所；亦作露天剧场，故又称圆形露天剧场”。平面呈椭圆形，四周为看台，可容纳观众五万(一说八万)人。外墙高485米，分为四层。中央为椭圆形表演区。今仅存残迹。
罗马帝国,公元前27年屋大维建立元首政治，罗马共和国进入帝国时代。帝国初期，社会经济有所发展，版图扩大；基督教产生并开始传播。从公元3世纪开始，罗马奴隶制转入危机，政治混乱。284年戴克里先当皇帝后实行改革，元首政治转变为君主制。君士坦丁在位时，以基督教作为帝国精神支柱。395年帝国分裂为东、西两部分。476年西罗马帝国末代皇帝被废，标志罗马帝国结束和欧洲从古代转入中世纪。
罗马教廷,简称教廷”。天主教会的中央管理机构。设于梵蒂冈。以教皇为首脑，下设国务院、文书局、财政局、三个法庭和十一个圣部，后又增设基督教合一秘书处等。除宗教活动外，还从事广泛的国际政治活动。
罗马尼亚,东南欧国家。在巴尔干半岛，多瑙河下游。临黑海。面积2375万平方千米。人口2265万(1995年)。首都布加勒斯特。山地、高原和平原各占1/3。工业为经济支柱，以重工业占优势。世界主要玉米生产国之一。
罗马式艺术,欧洲9至12世纪流行的一种以建筑为主体的艺术形式。建筑多为教堂和修道院，以厚重坚实的墙壁、高大雄伟的塔楼和半圆形拱穹结构为主要特征。著名的建筑有意大利的比萨大教堂、法国的普瓦提埃大教堂、德国的沃姆斯大教堂等。出现在教堂外部墙壁上的雕刻多取材于《圣经》故事，并以非写实性和框架法为特点。
罗马数字,欧洲在阿拉伯数字传入前使用的一种数字。以罗马字母作数字，有四种基本符号i(1)、x(10)、c(100)、m(1000)，三种辅助符号v(5)、l(50)、d(500)。用来记数时，不用位值制，而用加减制。相同数字并列时就相加，不同数字并列时，小数放在大数右边就作加；放在大数左边(只限于基本符号)，就作减。如xi＝11，ix＝9。在数字上面加一横线或在数字的右下角写一字母m，就表示该数增值1000倍。
罗马条约,指1957年3月25日法国、联邦德国、意大利、荷兰、比利时和卢森堡在罗马签订的《建立欧洲经济共同体条约》和《建立欧洲原子能共同体条约》。主要内容为建立商品、人员、劳务、资本自由流通的共同市场。
罗马万神庙,一译潘提翁”。古罗马供奉众神的场所。在罗马城中心。建于公元120-124年。由罗马科林斯柱式的八柱门廊(高145米)和圆形神殿(直径4343米)组成。殿内空间宏大，周围厚壁上有壁龛七个，内供神像。各部分构图比例合宜，装饰华丽。7世纪后改为基督教堂。
罗马字,"1.即拉丁字母。 
2.指罗马数字。"
罗曼,1.浪漫。
罗曼谛克,"1.英语romantic的音译﹐也译为""浪漫""。有富于幻想﹑不守常规等意思。"
罗曼诺夫王朝,俄国封建王朝。1613年建立。18世纪初彼得一世在位时，俄国迅速强盛，建立俄罗斯帝国◇不断扩张领土，成为横跨欧亚两洲的强国，农奴制日益加强。1861年废除农奴制后，俄国资本主义经济有所发展。19世纪末形成军事封建帝国主义国家。1917年二月革命中被推翻。
罗曼司,"1.英语romance的音译。富有浪漫色彩的恋爱故事或惊险故事。原为中世纪欧洲骑士文学中的一种长篇故事诗。我国或意译为""传奇""。"
罗幔,1.丝罗帷幔。
罗袂,1.丝罗的衣袖。亦指华丽的衣着。
罗羋,"1.罗网。 
2.喻法网。"
罗幕,1.丝罗帐幕。
罗囊,"1.丝袋。 
2.指作佩饰的丝质香袋。"
罗帕,1.丝织方巾。旧时女子既作随身用品﹐又作佩带饰物。
罗盘,1.测定方向的仪器。由有方位刻度的圆盘和装在中间的指南针构成。
罗裵,"1.见""罗茵""。"
罗骑,1.巡行的骑卫。
罗绮,"1.罗和绮。多借指丝绸衣裳。 
2.指衣着华贵的女子。 
3.喻繁华。"
罗千,1.道教谓面部七神中齿神崿锋之字。
罗钳吉网,语出《资治通鉴·唐玄宗天宝四年》唐代李林甫重用酷吏罗希、吉温，罗织诬陷不附己者◇以罗钳吉网”指酷虐诬陷。
罗取,1.搜罗求取。
罗圈,"1.圆圈。 
2.罗的圆形框子。"
罗圈腿,1.向外弯曲的畸形下肢。多由佝偻病引起。
罗圈揖,1.转着身体向四周作揖。
罗雀,"1.形容门庭寂静或冷落。 
2.喻用眷法搜刮财物。"
罗裙,1.丝罗制的裙子。多泛指妇女衣裙。
罗裙包土,1.民间传说有赵贞女(一作赵真女)者﹐夫出不归﹐会翁姑卒﹐家贫无力营坟﹐因亲以罗裙包土为之◇遂为孝女典实。
罗惹,1.啰唣，吵闹。
罗荣桓(1902-1963),中国无产阶级革命家、军事家〓南衡山南湾村(今属衡东)人。1927年加入中国共产党。同年参加湘赣边界秋收起义。曾任中国工农红军第四军政委、第一军团政治部主任、八路军一一五师政委、东北野战军政委、第四野战军第一政委。参与领导建立东北解放区，并参与指挥辽沈、平津等战役。建国后，任人民革命军事委员会副主席、解放军总政治部主任兼总干部部部长、国防委员会副主席、全国人大常委会副委员长、中共中央政治局委员。1955年被授予中华人民共和国元帅军衔。
罗儒,1.古代传说中的善歌者。
罗襦,"1.绸制短衣。 
2.细密的网。"
罗瑞卿(1906-1978),中国无产阶级革命家、军事家。四川南充人。1928年加入中国共产党。曾任中国工农红军第一方面军政治保卫局局长、抗日军政大学总校副校长、八路军野战政治部主任、晋察冀野战军政委。参与指挥石家庄、太原等战役。建国后，任公安部部长、国务院副总理、中央军委秘书长、解放军总参谋长、国防部副部长、国防委员会副主席、中共中央书记处书记。1955年被授予大将军衔。文化大革命”中曾遭残酷迫害。
罗伞,"1.见""罗伞""。"
罗刹,"1.梵语的略译。最早见于古印度颂诗《梨俱吠陀》﹐相传原为南亚次大陆土著名称。自雅利安人征服印度后﹐凡遇恶人恶事﹐皆称罗刹﹐遂成恶鬼名。 
2.古国名。在婆利国东。 
3.俄罗斯在清代的旧译。 
4.罗刹江的省称。"
罗刹国,"1.传说中的海上恶鬼之国。唐刘餸《隋唐嘉话》卷中""贞观初，林邑献火珠，状如水精。云得于罗刹国。其人朱发黑身，兽牙鹰爪也。""后遂以""堕罗刹国""比喻遭遇厄运。"
罗刹江,1.钱塘江别名。因江中有罗刹石而得名。
罗刹女,"1.传说中的吃人女妖。 
2.小说《西游记》中人物。即铁扇公主。"
罗刹日,1.星相术语。凶日名。
罗刹石,"1.江中险石名。在钱塘江中。据宋王象之《舆地纪胜》载秦望山附近有大石崔嵬﹐横接江涛﹐商船海舶经此﹐多为风浪所倾﹐因呼为""罗刹石""。 
2.江中险石名。在今安徽贵池附近长江中。"
罗刹政,"1.谓隋贝州刺史厍狄士文之苛政。厍狄士文为贝州刺史﹐人有细过﹐必深文陷害。又有京兆韦焜为贝州司马﹐河乐赵达为清河令﹐并为苛刻﹐唯长史有惠政。时人为之语曰""刺史罗刹政﹐司马蝮蛇瞋﹐长史含笑判﹐清河生吃人。""见《隋书．酷吏传．厍狄士文》。"
罗衫,1.丝织衣衫。
罗裳,1.犹罗裙。
罗胜,1.古代饰物。用丝罗剪制。
罗胜子,1.罗胜。
罗师,1.唐时口语。犹言无关。
罗守,1.环绕守护。
罗搜,1.到处搜索。
罗潭,1.指汨罗江。在湖南省东北部。战国楚诗人屈原忧愤国事﹐投此江而死。
罗天,1.即大罗天。
罗天大醮,1.道士为禳除灾祟而设的规模盛大的道场。
罗亭,长篇小说。俄国屠格涅夫作于1855年。外省一女地主家接待了一位贵族青年罗亭，他的举止谈吐令主人的女儿娜达丽亚倾心。她不顾母亲反对要随他出走，但罗亭却犹豫退缩。几年后，他仍一事无成。小说1860年新版本的结局则是罗亭在1848年的巴黎巷战中阵亡。
罗袜,"1.亦作""罗襪""。 
2.丝罗制的袜。"
罗襪,"1.见""罗袜""。"
麋聚,1.谓成群集聚。
麋捐,1.捐弃。
麋畯,1.麋群践踏过的田地。
麋腊,1.腊麋肉。
麋烂,"1.毁伤;摧残。 
2.碎烂;腐烂。"
麋鹿,"1.麋与鹿。 
2.即麋。"
麋鹿闲人,1.喻自由闲散不求仕进的人。
麋鹿志,1.隐逸之志。谓立志隐居山林，与麋鹿为伍。
麋鹿姿,1.山野人的模样。
麋论,1.包括;统摄。
麋灭,1.腐烂消灭。
麋墨,1.指面色黧黑的人。
麋麑,1.幼麋。
麋鸟,1.鸟名。
麋舖,1.带骨的麋肉酱。
麋躯,"1.谓躯体糜烂。麋，通""糜""。"
麋茸,1.中药名。麋的嫩角。
麋散,1.碎散。
麋舌,"1.草名。麋，通""蘪""。"
麋首,"1.指长寿者。麋，通""眉""。"
麋寿,"1.眉寿。长寿之意。麋，通""眉""。"
麋碎,1.碎烂。
麋台,"1.原指姑苏台。亦泛指荒芜之台◇常用以比喻政治腐败，国家危亡。语本《史记．淮南衡山列传》""臣闻子胥谏吴王，吴王不用，乃曰'臣今见麋鹿游姑苏之台也。'今臣亦见宫中生荆棘，露沾衣也。"""
麋田,1.麋群践踏过的田地。
麋芜,"1.香草名。麋，通""蘪""。"
麋衔,"1.即鹿衔草。见明李时珍《本草纲目．草四．薇衔》。参见""鹿衔草""。"
麋腥,1.麋的生肉。
麋鬻,"1.同""麋粥""。 
2.麋﹐通""糜""。"
麋苑,1.饲养麋鹿的苑囿。
麋至,1.成群而来。
麋质,1.麋皮做的底子。
麋粥,"1.粥。麋，通""糜""。"
麋灼,1.烧烂。
麋a,1.麋皮制的生革。
靡币,"1.见""靡敝""。"
靡敝,"1.亦作""靡弊""。亦作""靡币""。亦作""靡獘""。 
2.残破﹐凋敝。 
3.毁坏﹐破坏。 
4.耗费﹔浪费。"
靡弊,"1.见""靡敝""。"
靡獘,"1.见""靡敝""。"
靡辩,1.犹雄辩。
靡薄,"1.谓人心不古﹐风俗浇薄。 
2.侈靡轻薄。"
靡不有初，鲜克有终,1.谓做事无不有个好的开端﹐但很少有坚持到底的。
靡财,1.浪费钱财。
靡草,"1.语本《论语．颜渊》﹕""草上之风﹐必偃。""谓草木顺风而倒。 
2.草名。"
靡常,1.无常﹐没有一定的规律。
靡骋,"1.语出《诗．小雅．节南山》﹕""我瞻四方﹐蹙蹙靡所骋。""本谓不能纵马奔驰◇以喻不能施展抱负。"
靡侈,1.奢侈浪费。
靡从,1.无从。谓没有门径或头绪。
靡达,1.不显达。
靡荡,1.耗尽。
靡雕,1.凋敝。
靡跌,1.无差错﹐无失误。
靡贰,1.犹不二。
靡费,1.浪费﹐耗费过度。
靡风,"1.语本《论语．颜渊》﹕""草上之风﹐必偃。""意为风向哪边吹﹐草向哪边倒。"
靡服,1.顺从﹐归服。
靡骨,1.粉身碎骨。
靡贵,1.没有什么比之更贵重。
靡膴,"1.无法度。《诗．小雅．小昮》﹕""民虽靡膴﹐或哲或谋。""郑玄笺﹕""膴﹐法也。""一说﹐谓不多。陆德明释文﹕""靡膴……《韩诗》作'靡膒'﹐犹无几何。"""
靡皇,"1.见""靡遑""。"
靡遑,"1.亦作""靡皇""。 
2.不忙﹐来得及。 
3.无暇﹐来不及。 
4.谓不安宁。"
靡货,1.奢侈品。亦指非分享用的器物。
靡及,1.赶不上﹔来不及。
靡坚,"1.磨琢坚硬之物。靡﹐通""磨""。比喻艰难之事。"
靡坚不摧,1.谓能摧毁任何坚固的东西。形容力量强大。
靡角,1.谓相角力。
靡届,"1.谓没有终极。 
2.谓不能到达。"
靡旌,1.旌旗披靡。本谓战车疾驱之状。借指疾驱之战车。
靡亢,1.谓不可抗衡。
靡拉,1.毁坏。
靡滥,"1.流动泛滥。 
2.浮靡失实。"
靡劳,1.无休止地操劳。
靡类,1.谓无人可与之相比。
靡乱,1.动乱。
靡曼,"1.亦作""靡嫚""。 
2.华美﹐华丽。 
3.指美妙的声色。 
4.纤弱柔美。 
5.引申为轻艳卑弱。 6.奢侈淫靡。"
靡嫚,"1.见""靡曼""。"
靡漫,"1.指文风轻艳卑弱。 
2.美妙的声色。 
3.迷离彷徨貌。"
靡靡,"1.犹迟迟。迟缓貌。 
2.引申为逐渐﹐渐渐。 
3.草随风倒伏貌。 
4.引申为随顺貌。 
5.纷乱貌。 6.柔弱﹐颓靡。 7.华美﹔明丽。 8.绵延不绝。 9.娓娓动听貌。 10.零落稀疏貌。"
靡靡之乐,"1.同""靡靡之音""。"
靡靡之声,"1.同""靡靡之音""。"
靡密,"1.繁琐细碎。 
2.细致精密。 
3.绵密而纤弱。"
靡莫,1.古代西南地区少数民族名。
靡膒,"1.见""靡膴""。"
靡披,1.形容军队溃败﹐不能立足。
靡蓱,1.漂流的浮萍。
